	Term_NDoc_Date	Sentence	Frame
950	18_138_2015-11-24	Sie haben, bezogen auf das Anwachsen der Flüchtlingszahl, die Erwartung eines ganz anderen Integrationsbedarfes.	x
951	18_138_2015-11-24	Was heißt denn erfolgreiche Integration, Spracherwerb, Bildung, Integration in den Arbeitsmarkt?	x
952	18_138_2015-11-24	Wir sind nicht nur dabei, der Einwanderungsströme in irgendeiner Art und Weise, auch mit finanziellen Mitteln, Herr zu werden und eine vernünftige Finanzausstattung zu gewährleisten, sondern wir investieren auch in innere Sicherheit.	x
953	18_138_2015-11-24	Wir nehmen in unserem Land Einwanderer und Flüchtlinge auf.	x
954	18_138_2015-11-24	Damit meine ich nicht, dass wir irgendwo kürzen sollten, sondern ich meine, dass wir anfangen sollten, jeden Euro effektiver und effizienter auszugeben, damit wir für jeden Euro mehr Autobahn bekommen, damit wir für jeden Euro, den wir in das System stecken, eine bessere Integration der Langzeitarbeitslosen bekommen, damit wir mit jedem Euro, den wir investieren, mehr gegen den Klimawandel und für die Energiewende tun und, und, und.	x
955	18_138_2015-11-24	Die Kosten für die Unterbringung und Integration der Flüchtlinge als fundamentale Aufgabe sind hier zu nennen.	x
956	18_138_2015-11-24	Es ist ebenso richtig und wichtig, dass diese Mittel vollständig bei denen ankommen, für die wir sie aus dem Bundeshaushalt bereitstellen, nämlich bei den Asylbewerberinnen und Asylbewerbern vor Ort.	x
957	18_138_2015-11-24	Sprache ist ein Schlüssel zur erfolgreichen Integration.	x
958	18_138_2015-11-24	Wir  tun mehr für die Integration und auch mehr für die soziale Absicherung.	x
959	18_138_2015-11-24	Dieser Bundeshaushalt ist aber nicht nur durch die hohen Flüchtlings- und Zuwanderungszahlen gekennzeichnet.	4.1
960	18_138_2015-11-24	Die Asyl- und Flüchtlingskrise war in den Haushaltsberatungen der vergangenen Wochen stets Thema.	4.1
961	18_138_2015-11-24	In einem ersten Schritt haben wir neulich mit dem Asylpaket nichts weniger als die größte Reform des Asylrechts seit den 90er-Jahren auf den Weg gebracht – ein Erfolg, der noch im Sommer dieses Jahres undenkbar erschien.	x
962	18_138_2015-11-24	So nachvollziehbar der Wunsch nach einem besseren Leben ist, so richtig ist auch, dass Armut kein Asylgrund ist und dies auch nicht sein kann.	2.1
963	18_138_2015-11-24	Alle Experten in diesen Fachgesprächen waren sich darin einig, dass alle unsere Probleme hausgemacht sind und auch ohne die Zuwanderung von Flüchtlingen und Asylbewerbern lange vorhanden waren.	x
964	18_138_2015-11-24	Von den vielen Zuwanderern, die auch wohnen müssen und wohnen sollen, rede ich hier noch gar nicht.	x
965	18_138_2015-11-24	Denken wir nämlich an die Bekämpfung von Fluchtursachen, dürfen wir den Klimaschutz nicht aus dem Auge verlieren.	2.1
966	18_138_2015-11-24	In meinem Wahlkreis wurden in den ersten neun Monaten dieses Jahres trotz eines hohen Anteils von Flüchtlingen aus dem Balkan gerade einmal 14 Abschiebungen durchgeführt.	4.2
967	18_138_2015-11-24	Der Platz wird für die nach dem Asylrecht hilfebedürftigen Bürgerkriegsflüchtlinge gebraucht.	x
968	18_138_2015-11-24	Die Großstädte, Universitätsstädte und Ballungsräume erleben einen boomenden Zuzug.	x
969	18_138_2015-11-24	Dieser wird in den kommenden Jahren noch weiter anwachsen, wenn neben vielen anderen eine bezahlbare Wohnung Suchenden auch viele Flüchtlinge und Asylbewerber mit Bleiberecht eine Wohnung suchen werden.	x
970	18_138_2015-11-24	Mit der deutlichen Aufstockung der Mittel für die Städtebauförderung und das Programm „Soziale Stadt“ in dieser Legislaturperiode unterstützen wir den sozialen Zusammenhalt, die Nachbarschaften und die Integration in den Quartieren, und zwar für alle dort Lebenden.	x
971	18_138_2015-11-24	Mit dem Programm „Bildung, Wirtschaft, Arbeit im Quartier“, BIWAQ, haben wir bereits ein Programm, das den sozialen Zusammenhalt und die Integration in den „Soziale Stadt“-Gebieten fördert.	x
972	18_138_2015-11-24	Ich will zu den großen Herausforderungen oder auch Krisen kommen: erstens die Klimakrise, zweitens das Artensterben und drittens das Thema Fluchtursachen.	x
973	18_138_2015-11-24	Dass die deutsche Politik mit ihren begrenzten Ressourcen dabei auf vielen Kontinenten ansetzen muss, zeigt allein der Blick auf die Statistik der Herkunftsländer der Asylbewerber in Deutschland.	x
974	18_138_2015-11-24	Es geht aktuell aber nicht nur darum, den grundsätzlichen Bedarf an Wohnungen, sondern insbesondere auch den zusätzlichen Bedarf, bedingt durch den Zuzug von Flüchtlingen, zu decken.	x
975	18_138_2015-11-24	Schrumpfende Regionen könnten vom Zuzug durch Flüchtlinge profitieren.	3.3
976	18_138_2015-11-24	Für uns ging es jetzt zunächst in einem ersten Schritt darum, möglichst schnell bauen zu können, was wir auch mit dem Asylverfahrensbeschleunigungsgesetz ermöglicht haben.	x
977	18_138_2015-11-24	Es geht um Integration, darum, dass die, die nur in barrierefreien oder barrierearmen Wohnungen in ihrem Lebensumfeld bleiben können, die Chance dazu haben.	2.2
978	18_138_2015-11-24	Es geht darum, dass wir Ausgrenzung entgegenwirken sowie Integration und friedliches Zusammenleben ermöglichen.	2.2
979	18_138_2015-11-24	Für die Unterbringung von Asylbewerbern und den sozialen Wohnungsbau hat der Bund die guten Konditionen in diesem Jahr weiter verbessert.	x
980	18_138_2015-11-24	Die BImA berichtet uns, dass bis Ende Oktober erst vier Verkaufsfälle vorliegen, davon nur einer zur Unterbringung von Flüchtlingen und Asylbewerbern.	x
981	18_138_2015-11-24	Er ist der Sicherheitsminister, der Integrationsminister – zugegeben mit etlichen Aufsehern –, der Kommunalminister und auch der Sportminister.	x
982	18_138_2015-11-24	Die Linke schlägt Ihnen ein Zukunftsprogramm vor, das zur gesellschaftlichen Integration von Benachteiligten in Deutschland und zu uns Geflüchteten gleichermaßen beiträgt.	1.1
983	18_138_2015-11-24	Die Linke fordert bessere Integrationskurse, mehr Geld für einen guten Zweck.	x
984	18_138_2015-11-24	Wir fordern auch – an anderer Stelle im Etat –, die Integration in Arbeit und Ausbildung zu verbessern.	x
985	18_138_2015-11-24	Das Problem dieses Amtes ist doch aber, dass es bislang eher eine Behörde der staatlich verordneten Zuwanderungsverhinderung gewesen ist.	x
986	18_138_2015-11-24	Meine Damen und Herren, wir brauchen in Deutschland wieder mehr Geld und Ideen für die Verbesserung der sozialen und kulturellen Infrastruktur, um eine humane Integration der hier Benachteiligten und der zu uns Geflüchteten zu schaffen.	2.2
987	18_138_2015-11-24	Ob wir die Zuwanderung „begrenzen“ oder ob wir sie „reduzieren“, ist letztlich egal.	x
988	18_138_2015-11-24	Hier sind zu nennen: schnellere Asylverfahren, vor allem der Abbau des großen Bergs an aufgelaufenen unbearbeiteten Anträgen, durchgängige Registrierung und Kontrolle derer, die zu uns kommen, schnellere Abschiebung derer, die keine Perspektive in unserem Land haben, und umgehende Integrationsmaßnahmen für diejenigen, die auf absehbare Zeit bei uns bleiben werden.	4.2
989	18_138_2015-11-24	Allein für den Bereich der Integrationsmaßnahmen stellen wir in diesem Haushalt im Vergleich zu 2015  326 Millionen Euro mehr zur Verfügung.	x
990	18_138_2015-11-24	Das unterstreicht, dass wir die Aufgabe der Integration gerade in der ersten Zeit, wenn die Menschen zu uns kommen, sehr ernst nehmen.	x
991	18_138_2015-11-24	Denn es geht nicht nur darum, die Asylverfahren zu beschleunigen, sondern es geht auch darum, die Bundesagentur für Arbeit auf das vorzubereiten, was im nächsten Jahr oder in zwei Jahren auf sie zukommt, nämlich die Menschen, sobald ihr Asylverfahren bearbeitet ist und sie einen Status haben, in den Arbeitsmarkt zu integrieren.	x
992	18_138_2015-11-24	Ich bin froh, dass es uns in den Beratungen gelungen ist, alle Sicherheitsbehörden substanziell zu verstärken, vor allem unter dem Aspekt Terrorismusabwehr/Terrorismusbekämpfung.	x
993	18_138_2015-11-24	In dem Großteil meiner Rede geht es jetzt um das Thema Integration.	x
994	18_138_2015-11-24	Bei den Integrationskursen hat der Innenminister  selber einen Bedarf auf Grundlage der Flüchtlingszahlen errechnet – und diese Prognose wird im Zweifel ja eher getoppt.	x
995	18_138_2015-11-24	Ich spreche jetzt auch über den Bedarf des Personals, der Sprachlehrer, der Ausbilderinnen und Ausbilder in den Sprachkursen.	x
996	18_138_2015-11-24	Wir können es uns nicht leisten, auch bei der Integration in solche Engpässe zu laufen.	x
997	18_138_2015-11-24	Das hat auch einen erheblichen Einfluss darauf, wie schnell Flüchtlinge Zugang zu Integrationskursen bekommen.	x
998	18_138_2015-11-24	Da bedaure ich sehr, dass das BAMF und Sie das integrationspolitische Versprechen, möglichst alle Asylsuchenden, die eine gute Bleibeperspektive haben, in Sprachkurse aufzunehmen,  Dr. Reinhard Brandl  Deutscher Bundestag – 18.	x
999	18_138_2015-11-24	Diese bekommen dann trotz guter Bleibeperspektive am Ende nicht den Zugang zu einem Sprachkurs.	2.2
