	Term_NDoc_Date	Sentence	Frame
350	18_120_2015-09-09	Deshalb sage ich Ihnen noch einmal: Wir müssten den Solidaritätszuschlag nicht abschaffen, sondern beibehalten und das Aufkommen daraus gerecht unter den 16 Bundesländern verteilen, damit diese die Aufgaben bei der Unterbringung und bei der Integration der Flüchtlinge meistern können.	x
351	18_120_2015-09-09	Das Asylverfahren ist übrigens Bundesrecht.	x
352	18_120_2015-09-09	Sie erweitern die Zahl sicherer Herkunftsländer, um schneller abschieben zu können.	2.5
353	18_120_2015-09-09	Eine dieser Folgen ist, dass voraussichtlich bis zu 800 000 Menschen einen Antrag auf Status als Bürgerkriegsflüchtling oder auf politisches Asyl stellen werden.	x
354	18_120_2015-09-09	Die Koalition hat im Koalitionsausschuss am Sonntag gemeinsame Positionen erarbeitet, wie wir die richtige Antwort auf die augenblickliche Asyl- und Flüchtlingssituation geben.	x
355	18_120_2015-09-09	Diejenigen, die als Asylsuchende zu uns kommen oder als Kriegsflüchtlinge anerkannt werden, brauchen unsere Hilfe, damit sie sich schnell integrieren können.	2.1
356	18_120_2015-09-09	Wir dürfen nicht wegsehen, wenn sich Milieus verfestigen, die Integration ablehnen, oder wenn sich Parallelgesellschaften herausbilden.	2.3
357	18_120_2015-09-09	Wir müssen effektiv gegen Schlepperbanden vorgehen.	x
358	18_120_2015-09-09	Denn es kann nicht sein – die Türkei und Griechenland sind NATO-Mitgliedstaaten –, dass Schlepper sozusagen das bestimmende Element in einer Region sind, in der diese beiden Länder ihre Grenze haben.	x
359	18_120_2015-09-09	Nur so werden sich alle Mitgliedstaaten auch um die Behebung von Fluchtursachen und internationalen Konflikten kümmern.	x
360	18_120_2015-09-09	Heute haben bereits 30 Prozent der Kinder und Jugendlichen einen Migrationshintergrund, und dabei habe ich die „Ossis“ noch nicht mitgerechnet.	1.2
361	18_120_2015-09-09	Bei Migration und Integration geht es um eine gesamtgesellschaftliche Aufgabe.	1.6
362	18_120_2015-09-09	Hier bahnte sich ein Kollaps an, und das europäische und deutsche Asylsystem kann nicht mehr funktionieren.	4
363	18_120_2015-09-09	Stattdessen hat Deutschland gerade einmal so viele Entscheider für Asylverfahren wie die Niederlande: 500.	x
364	18_120_2015-09-09	Es kann doch nicht sein, dass man noch immer einem Schlepper 1 000 oder sogar 4 000 Euro zahlen muss, obwohl ein Flug von Bodrum nach Berlin nur 77 Euro kostet.	2.1
365	18_120_2015-09-09	Schlepperbekämpfung betreibt man am besten mit sicheren Wegen.	x
366	18_120_2015-09-09	Das macht man nicht, indem man nur so tut, als würde man Schlepper bekämpfen, aber letztendlich „Schiffe versenken“ spielt.	x
367	18_120_2015-09-09	Schlepper bekämpft man, indem man sichere Wege nach Europa schafft und diesem Unwesen endlich ein Ende setzt.	2.4
368	18_120_2015-09-09	Ob nun Zäune errichtet werden, Gutscheine eingesetzt werden oder abgelehnte Asylbewerber schlechter behandelt werden – ich glaube übrigens, dass dieser Vor Katrin Göring-Eckardt  Deutscher Bundestag – 18.	x
369	18_120_2015-09-09	Jede und jeder hat das Recht, überprüfen zu lassen, ob er oder sie Anspruch auf Asyl hat.	1.1
370	18_120_2015-09-09	Weil es dieses Grundrecht gibt, meine Damen und Herren, kann es schon rechtslogisch gar keinen Asylmissbrauch geben.	1.1
371	18_120_2015-09-09	Jetzt zu sagen, man könne auch nach Syrien abschieben, das finde ich der Situation nicht angemessen.	2.5
372	18_120_2015-09-09	Ihr Fortschrittsvorsprung gefühlt auch sein mag, leider ist Ihnen recht spät aufgefallen, dass Sie wenigstens ein „Einwanderungsgesetz light“ wollen.	x
373	18_120_2015-09-09	Wir können hier nicht über die Lasten der Flüchtlingsaufnahme stöhnen und weiter jeden Elan bei der Bekämpfung der Fluchtursachen vermissen lassen.	x
374	18_120_2015-09-09	Es ist immer viel leichter, das Böse in den USA zu sehen, als sich selber Gedanken über Fluchtursachen und über eine gerechte Verteilung der Flüchtlinge in Europa zu machen.	x
375	18_120_2015-09-09	Ich finde, wir müssen in der Entwicklungspolitik einen deutlich stärkeren Akzent auf die Fluchtursachen setzen.	x
376	18_120_2015-09-09	Wir werden die  Unterbringung der Flüchtlinge verbessern und die Asylverfahren beschleunigen.	x
377	18_120_2015-09-09	Unser Ziel ist es, dass nur noch Flüchtlinge mit Bleibeperspektive auf die Kommunen verteilt werden, damit sich diese von Anfang an voll und ganz auf die Integration konzentrieren können.	x
378	18_120_2015-09-09	Bei ihnen haben wir auf schnelle Integration verzichtet in dem Glauben, sie würden uns bald wieder verlassen.	x
379	18_120_2015-09-09	Aber diese Leute haben keine Chance, bei uns Asyl zu bekommen.	x
380	18_120_2015-09-09	Die richtige Antwort ist deshalb ein Einwanderungsgesetz,  (Beifall bei der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN)  ein Einwanderungsgesetz, mit dem wir die Nachfrage nach gut ausgebildeten Arbeitnehmern steuern können.	3.4
381	18_120_2015-09-09	Auch wenn es in der Koalition noch keine Einigung über ein Einwanderungsgesetz gibt – das ist ein erster Schritt in die richtige Richtung.	x
382	18_120_2015-09-09	Jeder einzelne von uns muss sich den Rechtsextremen entgegenstellen, so wie es der Bürgermeister von Heidenau gemacht hat, als der rechte Mob durch die Straßen seiner Stadt zog und Polizei und Asylbewerber bedrohte.	2.3
383	18_120_2015-09-09	Vor über 100 Jahren sind die Menschen aus der Schwäbischen Alb nach Amerika ausgewandert, weil die Scholle sie nicht mehr ernährt hat.	1.2
384	18_120_2015-09-09	Diejenigen, die keinen Asylgrund haben und trotzdem kommen, müssen so schnell als möglich wieder in ihre Heimat zurückkehren.	4
385	18_120_2015-09-09	Wir haben nicht danach gefragt, ob jemand hundertprozentig qualifiziert ist, etwa durch ein pädagogisches Studium, um Kinder zu betreuen oder Sprachkurse durchzuführen.	x
386	18_120_2015-09-09	Menschen, die bisher qualifizierten Sprachunterricht an einer Volkshochschule gegeben haben, können doch auch Deutschunterricht in Integrationskursen geben.	x
387	18_120_2015-09-09	Das ist natürlich bei der Bekämpfung der Fluchtursachen nicht anders.	x
388	18_120_2015-09-09	Denn wir haben es bei dem Thema „Bekämpfung der Fluchtursachen“ ja nicht mit Neuigkeiten zu tun.	x
389	18_120_2015-09-09	Unser Fraktionsvorsitzender, Thomas Oppermann, hat darauf aufmerksam gemacht, dass der elementare Mittelaufwuchs im Entwicklungshilfeministerium – ich nenne es jetzt einmal so verkürzt – im Jahr 2016 bisher nur zu einem Bruchteil zur Bekämpfung der Fluchtursachen eingesetzt werden soll.	x
390	18_120_2015-09-09	Die Kanarischen Inseln sehen sich vor allem in den letzten fünf Jahren  – also wohlgemerkt: seit 2002 –  mit einem zuvor nie erlebten Ausmaß an illegaler Einwanderung auf dem Seeweg vom Nachbarkontinent Afrika konfrontiert.	x
391	18_120_2015-09-09	Einen Höhepunkt erreichten die Einwanderungsströme im Jahr 2006.	x
392	18_120_2015-09-09	Bis dahin waren ausschließlich die Länder und Kommunen in den ersten vier Jahren für die Leistungen nach dem Asylbewerberleistungsgesetz zuständig.	x
393	18_120_2015-09-09	Erst 2012 hat das Bundesverfassungsgericht geurteilt, dass diese Situation – die Asylbewerber haben damals nur 60 Prozent der SGB-II-Leistungen erhalten – nicht verfassungskonform ist.	x
394	18_120_2015-09-09	Es wurde vor allen Dingen geregelt, dass die Asylbewerber viel früher einen Anspruch auf Sprachkurse und den Zugang zum Arbeitsmarkt haben.	x
395	18_120_2015-09-09	Ein großer Teil von ihnen wird vor dem Hintergrund dieses neuen Asylbewerberleistungsgesetzes schon bald vor unseren Jobcentern und der Bundesagentur für Arbeit stehen.	4.4
396	18_120_2015-09-09	Vor allen Dingen aber müssen wir qualitätsvolle Bildungsangebote sicherstellen, die die Voraussetzung für Integration und Arbeit sind.	1.1
397	18_120_2015-09-09	Die Integration funktioniert.	x
398	18_120_2015-09-09	Das ist eine großartige Leistung, eine Leistung der Menschen in Bayern, aber auch der Migranten, eine Leistung in den Kinderbetreuungseinrichtungen, in den Schulen und eine großartige Leistung auch in den Behörden.	x
399	18_120_2015-09-09	Wir müssen bei den Bürgerkriegsflüchtlingen – bei denen, die tatsächlich verfolgt sind – dafür sorgen, dass sie – mit Sprachkursen und am Arbeitsmarkt – schnell in diese Gesellschaft integriert werden.	2.3
