	Term_NDoc_Date	Sentence	Frame
300	18_119_2015-09-08	Aber während wir über unsere Willkommenskultur sprechen, brennen Unterkünfte für Flüchtlinge, werden Anschläge verübt.	
301	18_119_2015-09-08	Ich denke, wir haben hiermit eine gute Grundlage für die weitere Diskussion über Flüchtlinge und Einwanderung gelegt.	
302	18_119_2015-09-08	Auch das halte ich für ein Missmanagement bei der Sicherheitsaufgabe und der Problematik, die wir alle gerade mit Betroffenheit zu gewärtigen habe, dass es nämlich Übergriffe gibt auf Asylbewerber und auf diejenigen, die sich für diese engagieren, auch für deren richtige Unterbringung.	
303	18_119_2015-09-08	Mit Vorsatz wird jeden Tag europäisches Recht tausendfach gebrochen, und man ist froh, dass man selber nicht die Belastungen tragen muss, die mit der Aufnahme einer großen Zahl von Flüchtlingen und Zuwanderern verbunden ist.	
304	18_119_2015-09-08	Wir brauchen gemeinsame Aufnahmezentren in den europäischen Grenzstaaten.	
305	18_119_2015-09-08	Unser Ziel muss es sein, die Asylverfahren nicht in Monaten, sondern in Wochen zu entscheiden.	
306	18_119_2015-09-08	Wir müssen zweitens genau unterscheiden zwischen denen, die unseres Schutzes bedürfen, und denen, die letztlich einen Asylantrag in Deutschland stellen, weil sie in ihren Heimatländern keine wirtschaftliche Zukunft sehen.	
307	18_119_2015-09-08	Eine wirtschaftliche Notlage ist kein Asylgrund.	
308	18_119_2015-09-08	Einwanderung erfolgt in Deutschland nicht über das Asylrecht.	
309	18_119_2015-09-08	Nur wer die Aufnahmebereitschaft in der Bevölkerung sichert, wird das Grundrecht auf Asyl und zentrale Errungenschaften der Europäischen Union dauerhaft und uneingeschränkt bewahren können.	
310	18_119_2015-09-08	Da wird im Grunde genommen pauschal einer ganzen Flüchtlingsgruppe das Recht abgesprochen, dass deren Asylanträge unvoreingenommen geprüft werden.	
311	18_119_2015-09-08	Sie tun hier aber einfach so, als wenn all diese Leute vor allen Dingen auf den Arbeitsmarkt wollten, und diskriminieren diese Menschen dadurch, dass Sie ihnen im Grunde genommen das Recht absprechen, hier Asyl zu beantragen.	
312	18_119_2015-09-08	Das Asylrecht darf nicht ausgehöhlt werden.	
313	18_119_2015-09-08	Wir verlangen hier ganz klar von Ihnen eine klare Prüfung jedes einzelnen Asylantrags statt pauschaler Verurteilungen von Flüchtlingsgruppen, die aus dem Westbalkan kommen.	
314	18_119_2015-09-08	Das bedeutet zum Beispiel, von Anfang an bundesweit die Kosten für die Flüchtlingsaufnahme zu übernehmen und den Kommunen das zu überlassen, was wichtig ist, nämlich die Integration von Anfang an, also Sprachunterricht, Eingliederung in den Arbeitsmarkt und die Dinge, die nötig sind, damit die Menschen hier schnell wirklich ankommen.	
315	18_119_2015-09-08	Meine Damen und Herren, Zuwanderung muss eine Bereicherung sein.	
316	18_119_2015-09-08	Es ist durch Studien erwiesen, dass  Zuwanderung eben nicht Zuwanderung in unsere Sozialsysteme heißt.	
317	18_119_2015-09-08	Deshalb denke ich: Egal ob Menschen aus Angst vor Verfolgung, Krieg, Hunger oder Armut fliehen, es muss darum gehen, Fluchtursachen zu beseitigen.	
318	18_119_2015-09-08	Es bedeutet aber auch, die Fluchtursachen, die jeden Tag neu geschaffen werden, zu beseitigen.	
319	18_119_2015-09-08	Deswegen sage ich: Machen Sie endlich etwas gegen die Fluchtursachen, reden Sie nicht nur darüber.	
320	18_119_2015-09-08	Da ist „Flüchtling“ in diesem Zusammenhang ein völkerrechtlich klar definierter Begriff, genauso wie das Grundrecht auf Asyl.	
321	18_119_2015-09-08	Dass jemand zu uns kommt, weil er in seiner Heimat keine wirtschaftliche und persönliche Perspektive sieht, ist verständlich und übrigens auch kein Verbrechen, aber es ist eben kein Asylgrund.	
322	18_119_2015-09-08	Das Asylverfahren ist der falsche Weg, um nach Deutschland zu kommen.	
323	18_119_2015-09-08	Er ist übrigens auch kein Betrüger, ich finde, auch kein Asylbetrüger.	
324	18_119_2015-09-08	Das A und O wird jetzt sein, für schnelle Asylverfahren zu sorgen.	
325	18_119_2015-09-08	Maßnahmen zur Vereinfachung von Asylverfahren findet man in dem Papier nicht.	
326	18_119_2015-09-08	Frau Kollegin Högl, im Gegensatz zur SPD haben wir definiert, wie die Vereinfachung und Beschleunigung von Asylverfahren gelingen kann.	
327	18_119_2015-09-08	Es ist Ressourcenverschwendung, wenn man alle Asylanträge von anerkannten Flüchtlingen nach drei Jahren erneut überprüft.	
328	18_119_2015-09-08	Meine Fraktion ist der Auffassung, dass, um tatsächlich einen Anreiz zur Beschleunigung der Verfahren zu setzen, nach einem Jahr ein Schnitt gemacht werden sollte, dass für Asylverfahren, die nicht innerhalb eines Jahres beschieden werden, quasi eine Altfallregelung gelten sollte.	
329	18_119_2015-09-08	Denn wie wollen Sie bitte schön erklären, dass man Syrer nicht nach Ungarn, Italien oder Bulgarien abschieben darf, eritreische oder irakische Flüchtlinge aber schon?	
330	18_119_2015-09-08	Das macht keinen Sinn,  (Beifall beim BÜNDNIS 90/DIE GRÜNEN und bei der LINKEN)  zumal es um die Abschiebung in ein Land geht, das Flüchtlinge interniert, kriminalisiert und demnächst mit Notstandsgesetzen und drakonischen Strafen bei illegaler Einreise reagiert.	
331	18_119_2015-09-08	Aus meiner Sicht sind es zwei Schwerpunkte, die wir vernehmen können, und zwar die Stärkung der Terrorismusbekämpfung und der Bereich des Asylverfahrens und der Integration.	
332	18_119_2015-09-08	Zum ersten Bereich, der Stärkung der Terrorismusbekämpfung.	
333	18_119_2015-09-08	Die Bedrohungslage durch den internationalen Terrorismus stellt unsere Sicherheitsbehörden vor große Herausforderungen.	
334	18_119_2015-09-08	Der weitere Schwerpunkt „Asylverfahren und Integration“ – wir haben es heute in vielen Beiträgen gehört – ist ein äußerst emotionaler Bereich.	
335	18_119_2015-09-08	Trotz aller Emotionen – da schließe ich an die Aussagen von Thomas Strobl an – brauchen wir, glaube ich, die – ich will es einmal so formulieren – richtige Balance zwischen Herz und Verstand, um dieser Aufgabe gerecht zu werden, um diese Herausforderung der Asyl- und Flüchtlingspolitik zu lösen.	
336	18_119_2015-09-08	Wir müssen uns in nächster Zeit darüber unterhalten, wie  wir bei diesen gestiegenen Anforderungen ausgewiesene Stellen weiterhin schnellstmöglich besetzen können, um dieser Aufgabe effektiv nachgehen zu können.	
337	18_119_2015-09-08	Die, die einen Asylgrund haben, werden schnell auf die Kommunen verteilt, und die Integration soll frühestmöglich – so wie Sie es beschrieben haben, Herr Lischka – anfangen.	
338	18_119_2015-09-08	Deshalb müssen diejenigen ohne Asylgrund, so schwer es auch ist, schnell in ihre Heimat zurückgeführt werden, so menschlich nachvollziehbar wirtschaftliche oder andere soziale Gründe auch sind.	
339	18_119_2015-09-08	Unser Asylrecht bietet keinen geeigneten Weg hierfür.	
340	18_119_2015-09-08	Wir werden Fluchtursachen in den Heimatländern stärker bekämpfen und natürlich die Solidarität anderer EU-Länder einfordern.	
341	18_119_2015-09-08	Neben der europäischen Solidarität müssen wir auf ein gemeinsames Asylsystem drängen, immer wieder Wert darauf legen und dafür werben.	
342	18_119_2015-09-08	Die CSU will abschieben, abschrecken, abschotten und dann noch die Schuld der SPD zuweisen.	
343	18_119_2015-09-08	Das BMI und seine nachgeordneten Behörden stehen beim Thema „Integration und Innere Sicherheit“ vor großen Herausforderungen.	
344	18_119_2015-09-08	Wir können auch nicht allen, die zu uns wollen, eine Perspektive für Integration in Deutschland bieten.	
345	18_119_2015-09-08	Die Zahl der Asylbewerber wächst exponentiell.	
346	18_119_2015-09-08	Das Problem ist auch, dass wenige Kilometer davon entfernt an einer Bahnlinie Flächen zur Verfügung stehen, auf denen man Unterkünfte bauen und Asylbewerber unterbringen wollte, aber dann waren sie zu nah an der Bahnlinie, und aus immissionsschutzrechtlichen Gründen war es nicht möglich, dort Unterkünfte zu errichten.	
347	18_119_2015-09-08	In den letzten Jahren wurden die Asylverfahren deutlich beschleunigt.	
348	18_120_2015-09-09	Wenn die Bundesregierung nicht ernsthaft beginnt, die Fluchtursachen wirksam zu bekämpfen, die Weltprobleme ernsthaft anzugehen, werden sie täglich verschärfter zu uns kommen, bis sie unbeherrschbar sind.	
349	18_120_2015-09-09	Warum drängen Sie nicht darauf, wirksam gegen Krieg, Hunger, Not, Elend, Armut und Rassismus vorzugehen?	
